strategy_mode,range_mode,center_mode,sd_multiplier,ewma_lambda,downside_skew,preemptive_rebalance,rebalance_threshold_pct,fixed_width_pct,fixed_tick_width,harvest_upward_range_fraction,profit_take_return,stop_loss_return,out_of_range_overshoot_fraction,min_exit_swap_volume_usd,exit_confirmation_swaps,exit_price_mode,exit_price_min_swap_volume_usd,initial_capital_usd,mint_gas_usd,remove_gas_usd,unwind_to_cash_on_exit,valid_window_count,robust_validation_score,mean_validation_net_return,median_validation_net_return,min_validation_net_return,worst_window_max_drawdown,worst_window_divergent_loss,positive_window_rate,validation_top_rank_rate,windows_won,mean_validation_total_fees,mean_validation_total_transaction_cost,mean_validation_fee_to_tx_cost_ratio,mean_validation_rebalance_count,eligible
paper,fixed_pct_width,ewma,1.5,0.99,0.5,False,5.0,0.005,,0.08,0.005,-0.0025,0.1,,1,spot,100.0,450.0,0.015,0.015,False,1,0.007942436652240696,0.003159434758303492,0.003159434758303492,0.003159434758303492,0.0,0.003159434758303492,1.0,0.0,0,1.6746882992336627,0.33023852661958314,5.071147562267357,3.0,True
paper,fixed_pct_width,ewma,1.5,0.99,0.5,False,5.0,0.005,,0.08,0.005,-0.005,0.1,,1,spot,100.0,450.0,0.015,0.015,False,1,0.007942436652240696,0.003159434758303492,0.003159434758303492,0.003159434758303492,0.0,0.003159434758303492,1.0,0.0,0,1.6746882992336627,0.33023852661958314,5.071147562267357,3.0,True
paper,fixed_pct_width,ewma,1.5,0.99,0.5,False,5.0,0.005,,0.08,0.005,-0.01,0.1,,1,spot,100.0,450.0,0.015,0.015,False,1,0.007942436652240696,0.003159434758303492,0.003159434758303492,0.003159434758303492,0.0,0.003159434758303492,1.0,0.0,0,1.6746882992336627,0.33023852661958314,5.071147562267357,3.0,True
paper,fixed_pct_width,ewma,1.5,0.99,0.5,False,5.0,0.005,,0.08,0.005,-0.02,0.1,,1,spot,100.0,450.0,0.015,0.015,False,1,0.007942436652240696,0.003159434758303492,0.003159434758303492,0.003159434758303492,0.0,0.003159434758303492,1.0,0.0,0,1.6746882992336627,0.33023852661958314,5.071147562267357,3.0,True
paper,fixed_pct_width,ewma,1.5,0.99,0.5,False,5.0,0.005,,0.1,0.005,-0.0025,0.1,,1,spot,100.0,450.0,0.015,0.015,False,1,0.007942436652240696,0.003159434758303492,0.003159434758303492,0.003159434758303492,0.0,0.003159434758303492,1.0,0.0,0,1.6746882992336627,0.33023852661958314,5.071147562267357,3.0,True
paper,fixed_pct_width,ewma,1.5,0.99,0.5,False,5.0,0.005,,0.1,0.005,-0.005,0.1,,1,spot,100.0,450.0,0.015,0.015,False,1,0.007942436652240696,0.003159434758303492,0.003159434758303492,0.003159434758303492,0.0,0.003159434758303492,1.0,0.0,0,1.6746882992336627,0.33023852661958314,5.071147562267357,3.0,True
paper,fixed_pct_width,ewma,1.5,0.99,0.5,False,5.0,0.005,,0.1,0.005,-0.01,0.1,,1,spot,100.0,450.0,0.015,0.015,False,1,0.007942436652240696,0.003159434758303492,0.003159434758303492,0.003159434758303492,0.0,0.003159434758303492,1.0,0.0,0,1.6746882992336627,0.33023852661958314,5.071147562267357,3.0,True
paper,fixed_pct_width,ewma,1.5,0.99,0.5,False,5.0,0.005,,0.1,0.005,-0.02,0.1,,1,spot,100.0,450.0,0.015,0.015,False,1,0.007942436652240696,0.003159434758303492,0.003159434758303492,0.003159434758303492,0.0,0.003159434758303492,1.0,0.0,0,1.6746882992336627,0.33023852661958314,5.071147562267357,3.0,True
paper,fixed_pct_width,ewma,1.5,0.99,0.5,False,5.0,0.005,,0.12,0.005,-0.0025,0.1,,1,spot,100.0,450.0,0.015,0.015,False,1,0.007942436652240696,0.003159434758303492,0.003159434758303492,0.003159434758303492,0.0,0.003159434758303492,1.0,0.0,0,1.6746882992336627,0.33023852661958314,5.071147562267357,3.0,True
paper,fixed_pct_width,ewma,1.5,0.99,0.5,False,5.0,0.005,,0.12,0.005,-0.005,0.1,,1,spot,100.0,450.0,0.015,0.015,False,1,0.007942436652240696,0.003159434758303492,0.003159434758303492,0.003159434758303492,0.0,0.003159434758303492,1.0,0.0,0,1.6746882992336627,0.33023852661958314,5.071147562267357,3.0,True
